-0.4115345	-0.5960516	0.2557738
-0.52325326	-0.5402489	0.22609092
-0.6261076	-0.5238488	0.14933296
-0.68091196	-0.47274992	0.039793935
-0.7131635	-0.38311988	-0.06000798
-0.76157063	-0.2699656	-0.089561775
-0.80885583	-0.14235905	-0.045982655
-0.81902045	7.115228E-4	-0.079595
-0.79427797	0.0460815	-0.20980829
-0.73018074	-0.011897552	-0.3386121
-0.67281806	-0.09148442	-0.43862817
-0.61987567	-0.17165413	-0.5277091
-0.51645	-0.25700802	-0.58581126
-0.43006295	-0.3615673	-0.5591184
-0.45940232	-0.43489283	-0.45600128
-0.5470147	-0.48774454	-0.36525223
-0.5304063	-0.56718636	-0.27970856
-0.45895627	-0.63263386	-0.2032119
-0.38033578	-0.6695466	-0.13441934
-0.337954	-0.74090284	-0.069130145
-0.24122958	-0.7702514	-0.039479498
-0.13257603	-0.7859543	-0.032545123
-0.06379991	-0.83193475	0.038746715
-0.018468183	-0.82369334	0.14740613
0.032764513	-0.75673366	0.2200709
0.118780695	-0.7181965	0.27962202
0.14727363	-0.70504063	0.3844469
0.093032256	-0.6662551	0.47657943
0.030983029	-0.5977862	0.53494143
0.021561952	-0.52767354	0.61474836
0.05016287	-0.45532352	0.6963691
0.118820116	-0.37852865	0.72241336
0.18686286	-0.29949006	0.70819634
0.233175	-0.21543506	0.7264326
0.24657218	-0.12061536	0.755045
0.26293278	-0.013109021	0.74016106
0.32493377	0.07033521	0.7178449
0.41418043	0.15289783	0.6886538
0.42872465	0.2646754	0.65717816
0.31580797	0.34242126	0.66936344
0.22568665	0.44960836	0.6403116
0.24660684	0.55259156	0.5582703
0.3499317	0.5910481	0.4657648
0.4579802	0.54968107	0.39196613
0.5143387	0.44083896	0.37063724
0.5764318	0.36915326	0.32195556
0.6609165	0.3941622	0.24510433
0.7246191	0.4123428	0.15002683
0.74451685	0.3437854	0.05663387
0.7336131	0.26396853	-0.024964465
0.7303616	0.21552554	-0.13268776
0.7433198	0.14130193	-0.21929735
0.78497344	0.027530232	-0.19707021
0.7765461	-0.10226165	-0.21306276
0.7119147	-0.18973775	-0.3100023
0.6328801	-0.21133558	-0.43568617
0.585096	-0.13380815	-0.5439098
0.5917785	0.006484405	-0.568158
0.56798655	0.13718565	-0.57654595
0.44898564	0.19045617	-0.6385925
0.33203286	0.148937	-0.6859316
0.29685104	0.038885377	-0.7477065
0.20350257	-0.042256556	-0.80533016
0.07448417	-0.0053835493	-0.82579345
0.0079038795	0.117057726	-0.81459033
0.01795287	0.23786962	-0.7703516
0.012079439	0.34262404	-0.7172639
-0.07886264	0.41024068	-0.68564814
-0.18630825	0.44736335	-0.6531899
-0.25118077	0.5140124	-0.58088654
-0.2599572	0.59292376	-0.49403188
-0.2472028	0.65971	-0.39095643
-0.31763807	0.6654831	-0.28800035
-0.43202356	0.65837336	-0.21609452
-0.5293043	0.65479344	-0.1606532
