-0.31068364	-0.13709275	-0.14045997
-0.25061968	-0.21642427	-0.0346
-0.13401698	-0.3027248	0.06534396
0.025434427	-0.32591227	0.13222688
0.20085886	-0.29419127	0.17209655
0.31142733	-0.16545874	0.20138559
0.30531657	0.013986629	0.22734296
0.19939819	0.15062504	0.2578157
0.03960383	0.16765685	0.31374452
-0.13576351	0.16279984	0.28835943
-0.2261825	0.21456714	0.1674314
-0.16732599	0.28753424	0.012961176
-0.1042213	0.29752105	-0.15065621
0.022992175	0.28202596	-0.24674492
0.18937379	0.25656256	-0.20737699
0.31858104	0.15003742	-0.16233332
0.31871152	-0.019074237	-0.17857005
0.20849411	-0.15160616	-0.21428703
0.08752613	-0.2253743	-0.2977636
0.08876969	-0.22512245	-0.4446543
0.19262816	-0.2642803	-0.5864232
0.29019678	-0.34815234	-0.69029254
0.3510261	-0.45468086	-0.62539065
0.4109856	-0.5210877	-0.5002337
0.47382522	-0.5473629	-0.37446278
0.55151457	-0.5268052	-0.2662726
0.6137205	-0.4820532	-0.16140354
0.65458786	-0.4148995	-0.06138395
0.7013593	-0.34683642	0.039784823
0.74529195	-0.29027215	0.14767998
0.7685522	-0.17234135	0.18331274
0.7755246	-0.036183074	0.19106701
0.75015026	0.063437484	0.2889046
0.69314533	0.10367476	0.42573857
0.6273742	0.026274342	0.5203306
0.5920377	-0.111584924	0.54980123
0.5697811	-0.24325363	0.54208016
0.502286	-0.36017475	0.53817886
0.42597577	-0.4687842	0.5104075
0.44542295	-0.54108554	0.41128036
0.51170987	-0.5535359	0.29845622
0.50926715	-0.60855633	0.19657356
0.45796838	-0.6966123	0.10904063
0.3949586	-0.7460029	0.01932702
0.31160128	-0.6969298	-0.056492265
0.2181275	-0.6440953	-0.1209569
0.1879279	-0.7193134	-0.21009092
0.17293742	-0.7477301	-0.3368564
0.093773454	-0.70539594	-0.4171195
-0.038559064	-0.68513906	-0.37720028
-0.15764523	-0.6437955	-0.38581267
-0.18175435	-0.58900225	-0.4955192
-0.12656456	-0.53990287	-0.60898715
-0.07846049	-0.46054664	-0.6956861
-0.08240614	-0.34787887	-0.7661495
-0.1584351	-0.22994597	-0.80787486
-0.24014838	-0.12295849	-0.7907924
-0.2241269	-0.06812604	-0.6372763
-0.21665488	0.0071437843	-0.50237685
-0.30086628	0.09543975	-0.55119944
-0.39069486	0.14102018	-0.68605345
-0.49088234	0.21738388	-0.6689963
-0.5725434	0.306833	-0.5641296
-0.64657456	0.36117622	-0.43919548
-0.64257693	0.32468	-0.32019225
-0.5193466	0.24282981	-0.25307333
-0.4752229	0.22422965	-0.12524173
-0.5447269	0.32760522	-0.026794996
-0.68103755	0.41646594	-0.0015589513
-0.7597551	0.39040452	0.09203288
-0.76392883	0.2909661	0.21480438
-0.7512608	0.1661987	0.29508877
-0.7035976	0.041536015	0.27373108
-0.6063952	-0.056992892	0.22583868
-0.6204687	-0.19343612	0.27605996
-0.6477622	-0.27488446	0.40255234
-0.61158574	-0.21521428	0.5373228
-0.55480695	-0.09790484	0.62031174
-0.50143844	0.030303285	0.6421064
-0.45112014	0.14622523	0.63644063
-0.47184286	0.25395977	0.5880743
-0.49443597	0.3550308	0.5227921
-0.49336118	0.4532538	0.45376128
-0.49527743	0.5305325	0.36270267
-0.4855316	0.60245496	0.266856
-0.4147104	0.6642174	0.18903875
-0.319075	0.7154745	0.1287054
-0.23023698	0.773336	0.069326624
-0.1278135	0.8084114	0.01813963
-0.0402671	0.8017496	-0.060054693
0.030735642	0.78340364	-0.15689436
0.11141431	0.76836413	-0.24496682
0.16470574	0.72796905	-0.34718132
0.15114507	0.6665752	-0.45615536
0.17264278	0.57663053	-0.5500888
0.26465872	0.48487744	-0.5839782
0.3909604	0.46192977	-0.53677493
0.5191542	0.42760962	-0.46580344
0.61718017	0.4234096	-0.36792323
0.60260916	0.506497	-0.25554195
0.51396096	0.55240667	-0.16599564
0.43520024	0.5629304	-0.0720615
0.4401865	0.6758339	-0.016604615
0.38878986	0.7528771	0.0773877
0.2809167	0.7457612	0.15422386
0.18313342	0.6397609	0.16708387
0.08278588	0.6412797	0.23725426
0.02451391	0.72291136	0.32947984
-0.061842006	0.7059979	0.40845573
-0.13081111	0.63652986	0.4866825
-0.14958403	0.56614727	0.5834361
-0.15159789	0.46595278	0.65062374
-0.13174123	0.35565266	0.6811938
-0.0593339	0.27169505	0.7160815
-0.023361348	0.18988691	0.79054016
-0.082149155	0.077900596	0.83621883
-0.15735726	-0.05521218	0.8412465
-0.18560149	-0.15482636	0.7767306
-0.157118	-0.13833801	0.6031824
-0.17611538	-0.1741675	0.46100593
-0.2550047	-0.29454935	0.5158526
-0.32680315	-0.41994745	0.62225163
-0.34133372	-0.5433148	0.5676991
-0.29511243	-0.6393659	0.44864824
-0.31880963	-0.6600967	0.3218037
